ID,customer_id,country_id,tbl_loan_id,lender_id,loan_type,Total_Amount,Total_Amount_to_Repay,disbursement_date,due_date,duration,New_versus_Repeat,Amount_Funded_By_Lender,Lender_portion_Funded,Lender_portion_to_be_repaid,probability_default,prediction_default
ID_295914365260296540,295914,Ghana,365260,296540,Type_2,100884.58,128123.42,2023-01-23,2023-08-21,210,Repeat Loan,17159.86,0.170094,22567.88,0.6147196298267736,1
ID_297708365336297182,297708,Ghana,365336,297182,Type_2,92793.37,106403.06,2023-02-10,2023-08-09,180,Repeat Loan,37117.35,0.4,47139.03,0.819036538344769,1
ID_295811364078297182,295811,Ghana,364078,297182,Type_8,73402.53,73593.38,2022-07-05,2023-01-01,180,Repeat Loan,11744.4,0.16,15091.56,0.4963403970502683,0
ID_271501297700267278,271501,Kenya,297700,267278,Type_1,1500.0,1892.0,2022-11-12,2022-11-19,7,Repeat Loan,450.0,0.3,568.0,0.9196960010501196,1
ID_296417363074245684,296417,Ghana,363074,245684,Type_2,73879.12,94195.88,2021-12-14,2022-06-12,180,Repeat Loan,10084.5,0.1365,13409.06,0.8892379924553181,1
ID_296853364298297182,296853,Ghana,364298,297182,Type_2,90746.12,120764.94,2022-08-24,2023-02-20,180,Repeat Loan,6606.32,0.0728,8796.32,0.877642643021573,1
ID_259555232193267278,259555,Kenya,232193,267278,Type_1,4989.0,5430.0,2022-08-05,2022-08-12,7,Repeat Loan,1496.7,0.3,1629.0,0.6333709542070907,1
ID_298457365337297182,298457,Ghana,365337,297182,Type_2,30931.12,40210.46,2023-02-10,2023-08-09,180,Repeat Loan,12372.45,0.4,16084.18,0.8914491806926355,1
ID_251349237861267278,251349,Kenya,237861,267278,Type_1,9617.0,11805.0,2022-08-16,2022-08-23,7,Repeat Loan,2885.1,0.3,3542.0,0.7805227800099583,1
ID_245312231685267278,245312,Kenya,231685,267278,Type_1,1359.0,2071.0,2022-08-04,2022-08-11,7,Repeat Loan,407.7,0.3,621.0,0.9197519431783034,1
ID_259231287325267278,259231,Kenya,287325,267278,Type_1,2440.0,2880.0,2022-10-24,2022-10-31,7,Repeat Loan,732.0,0.3,864.0,0.7821593461076716,1
ID_298030364891297182,298030,Ghana,364891,297182,Type_2,50584.93,65760.41,2022-11-14,2023-05-13,180,Repeat Loan,10116.99,0.2,13152.08,0.8795362513402161,1
ID_309064370434251804,309064,Kenya,370434,251804,Type_7,5550.0,6055.0,2024-09-05,2024-09-12,7,Repeat Loan,1110.0,0.2,1211.0,0.8800972306662564,1
ID_246919233649267278,246919,Kenya,233649,267278,Type_1,13024.0,14565.0,2022-08-08,2022-08-15,7,Repeat Loan,3907.2,0.3,4370.0,0.8789260157471961,1
ID_298528365365296540,298528,Ghana,365365,296540,Type_2,20096.46,22106.11,2023-02-23,2023-08-22,180,Repeat Loan,3664.79,0.18236,4762.86,0.3005404126530292,0
ID_296579363311296540,296579,Ghana,363311,296540,Type_2,53267.89,67650.23,2022-02-10,2022-08-09,180,Repeat Loan,14204.77,0.266666666666666,18040.06,0.841385075222896,1
ID_25323104601245684,25323,Kenya,104601,245684,Type_11,5000.0,5571.0,2021-11-18,2021-12-18,30,New Loan,5000.0,1.0,5571.0,0.8355423792172506,1
ID_296329364384297182,296329,Ghana,364384,297182,Type_2,72089.14,111017.27,2022-09-09,2023-09-04,360,Repeat Loan,14417.83,0.2,22203.45,0.7563238749891176,1
ID_296410363445296540,296410,Ghana,363445,296540,Type_2,97039.1,121298.87,2022-03-09,2022-09-05,180,Repeat Loan,8830.56,0.091,11482.96,0.8076616649210944,1
ID_308518367566251804,308518,Kenya,367566,251804,Type_7,5000.0,5607.0,2024-07-11,2024-07-18,7,Repeat Loan,1000.0,0.2,1121.0,0.9118888650845542,1
ID_296645363379245684,296645,Ghana,363379,245684,Type_2,101350.94,124154.91,2022-02-25,2022-08-24,180,Repeat Loan,7080.88,0.069865,8986.45,0.6814652847759162,1
ID_311449371880251804,311449,Kenya,371880,251804,Type_7,4995.0,5450.0,2024-09-25,2024-10-02,7,Repeat Loan,999.0,0.2,1090.0,0.8802783284280119,1
ID_298458365339297182,298458,Ghana,365339,297182,Type_2,30931.12,40210.46,2023-02-10,2023-08-09,180,New Loan,12372.45,0.4,16084.18,0.4313224023798282,0
ID_239607368606267278,239607,Kenya,368606,267278,Type_7,47264.0,51568.0,2024-08-07,2024-08-14,7,Repeat Loan,9453.0,0.20000423155044,10314.0,0.8688758302494956,1
ID_270884291519267278,270884,Kenya,291519,267278,Type_1,265.0,471.0,2022-10-31,2022-11-07,7,Repeat Loan,79.5,0.3,141.0,0.4591763837898305,0
ID_262761307396267278,262761,Kenya,307396,267278,Type_4,200000.0,227020.0,2023-06-30,2023-09-28,90,Repeat Loan,190000.0,0.95,216259.0,0.7446148948288485,1
ID_250796266189267278,250796,Kenya,266189,267278,Type_1,1719.0,2693.0,2022-09-23,2022-09-30,7,Repeat Loan,515.7,0.3,808.0,0.9197547483454176,1
ID_295864363264296540,295864,Ghana,363264,296540,Type_2,145660.06,177705.28,2022-01-31,2022-07-30,180,Repeat Loan,38836.61,0.266625,51654.7,0.6256564079879822,1
ID_295050364172296540,295050,Ghana,364172,296540,Type_2,169729.76,197735.17,2022-07-27,2023-05-23,300,Repeat Loan,7722.7,0.0455,11965.95,0.7939421980002983,1
ID_296668364556296540,296668,Ghana,364556,296540,Type_2,86404.43,117510.02,2022-10-04,2023-06-01,240,Repeat Loan,13824.71,0.16,18801.6,0.7943031670859976,1
ID_296417363937245684,296417,Ghana,363937,245684,Type_2,74420.6,103072.53,2022-06-08,2023-01-04,210,Repeat Loan,8126.73,0.1092,11252.4,0.8601812337277064,1
ID_295887363562296540,295887,Ghana,363562,296540,Type_2,122048.76,135474.12,2022-03-30,2022-11-25,240,Repeat Loan,4412.52,0.03615375,6346.54,0.6826203628068933,1
ID_296853364298245684,296853,Ghana,364298,245684,Type_2,90746.12,120764.94,2022-08-24,2023-02-20,180,Repeat Loan,6606.32,0.0728,8796.32,0.877642643021573,1
ID_270359284667267278,270359,Kenya,284667,267278,Type_1,2037.0,3123.0,2022-10-19,2022-10-26,7,Repeat Loan,611.1,0.3,937.0,0.9197546418996396,1
ID_296209363811245684,296209,Ghana,363811,245684,Type_2,92915.95,154240.48,2022-05-12,2023-05-12,365,Repeat Loan,8455.35,0.091,14030.31,0.8248486640472903,1
ID_267692368821267278,267692,Kenya,368821,267278,Type_7,10310.0,11213.0,2024-08-12,2024-08-19,7,Repeat Loan,2062.0,0.2,2243.0,0.8719358029797314,1
ID_296349364328297182,296349,Ghana,364328,297182,Type_2,36001.98,39962.2,2022-08-31,2023-02-27,180,Repeat Loan,4800.26,0.133333333333333,6384.35,0.7010383144898796,1
ID_295601363468245684,295601,Ghana,363468,245684,Type_2,63163.01,84006.8,2022-03-16,2022-09-12,180,Repeat Loan,2463.2,0.0389975,3268.69,0.8816968406745556,1
ID_309026370029267278,309026,Kenya,370029,267278,Type_7,7000.0,7645.0,2024-08-30,2024-09-06,7,Repeat Loan,1400.0,0.2,1529.0,0.8820248402470102,1
ID_268863219325251804,268863,Kenya,219325,251804,Type_4,72000.0,87954.0,2022-07-19,2022-10-17,90,Repeat Loan,1624.89,0.0225679166666666,1985.0,0.8213720629563928,1
ID_295862363251296540,295862,Ghana,363251,296540,Type_2,90710.55,140601.36,2022-01-27,2022-11-23,300,Repeat Loan,9905.59,0.1092,15348.23,0.8608924499542938,1
ID_264329282104267278,264329,Kenya,282104,267278,Type_1,16258.0,19747.0,2022-10-15,2022-10-22,7,Repeat Loan,4877.4,0.3,5924.0,0.9144530864209964,1
ID_251171280469267278,251171,Kenya,280469,267278,Type_1,28343.0,39969.0,2022-10-12,2022-10-19,7,Repeat Loan,8502.9,0.3,11991.0,0.9197413119501,1
ID_296518363232245684,296518,Ghana,363232,245684,Type_2,109087.93,138541.67,2022-01-25,2022-07-24,180,Repeat Loan,9927.0,0.091,12599.66,0.8235404947804421,1
ID_296500364056296540,296500,Ghana,364056,296540,Type_2,147329.82,226887.93,2022-07-07,2023-07-07,365,Repeat Loan,8044.21,0.0546,12390.44,0.7535081508088464,1
ID_298647365386296540,298647,Ghana,365386,296540,Type_2,63696.16,82805.0,2023-03-21,2023-09-17,180,Repeat Loan,3199.99,0.0502383333333333,4161.48,0.8885081892567892,1
ID_295711364122297182,295711,Ghana,364122,297182,Type_2,58374.91,77638.63,2022-07-22,2023-01-18,180,Repeat Loan,7778.46,0.13325,10346.95,0.8851007368226435,1
ID_247357231704267278,247357,Kenya,231704,267278,Type_1,2772.0,4218.0,2022-08-04,2022-08-11,7,Repeat Loan,831.6,0.3,1265.0,0.9197545604994344,1
ID_254785231957267278,254785,Kenya,231957,267278,Type_1,4490.0,6643.0,2022-08-04,2022-08-11,7,Repeat Loan,1347.0,0.3,1993.0,0.9197547357902962,1
ID_269567265074267278,269567,Kenya,265074,267278,Type_4,90000.0,110886.0,2022-09-22,2022-12-22,91,Repeat Loan,18000.0,0.2,22177.0,0.8941006555491511,1
ID_296617363350296540,296617,Ghana,363350,296540,Type_2,86827.93,93774.17,2022-02-18,2022-08-17,180,Repeat Loan,23148.33,0.2666,29399.94,0.857848712546737,1
ID_296554365356297182,296554,Ghana,365356,297182,Type_2,59156.85,76903.91,2023-02-17,2023-08-16,180,Repeat Loan,11831.37,0.2,15380.78,0.8745213916127409,1
ID_256500233882267278,256500,Kenya,233882,267278,Type_1,9800.0,13893.0,2022-08-08,2022-08-15,7,Repeat Loan,2940.0,0.3,4168.0,0.9197547285859164,1
ID_296686364574296542,296686,Ghana,364574,296542,Type_8,24961.51,26402.47,2022-10-12,2023-04-10,180,Repeat Loan,4992.3,0.2,6410.57,0.422392127029058,0
ID_261535292903267278,261535,Kenya,292903,267278,Type_1,37290.0,49668.0,2022-11-02,2022-11-09,7,Repeat Loan,11187.0,0.3,14900.0,0.9197527296785072,1
ID_259028240384267278,259028,Kenya,240384,267278,Type_1,6349.0,9043.0,2022-08-20,2022-08-27,7,Repeat Loan,1904.7,0.3,2713.0,0.9197546224411766,1
ID_295914363197245684,295914,Ghana,363197,245684,Type_2,91867.27,117130.77,2022-01-18,2022-07-17,180,Repeat Loan,10031.91,0.1092,13339.13,0.8674331421409571,1
ID_295050364172297182,295050,Ghana,364172,297182,Type_2,169729.76,197735.17,2022-07-27,2023-05-23,300,Repeat Loan,7722.7,0.0455,11965.95,0.7939421980002983,1
ID_297708364408297182,297708,Ghana,364408,297182,Type_2,71916.91,89896.14,2022-09-13,2023-03-12,180,Repeat Loan,19177.84,0.266666666666666,24931.2,0.700104923204187,1
ID_296854364300296540,296854,Ghana,364300,296540,Type_2,81671.51,108623.11,2022-08-24,2023-02-20,180,Repeat Loan,6606.32,0.0808888888888888,8784.22,0.9066473681452796,1
ID_295711363489245684,295711,Ghana,363489,245684,Type_2,31574.98,37258.47,2022-03-18,2022-09-14,180,Repeat Loan,2817.28,0.089225,3583.76,0.7404314312554146,1
ID_270900247207251804,270900,Kenya,247207,251804,Type_5,30000.0,48845.0,2022-08-29,2022-09-12,14,Repeat Loan,477.6,0.01592,778.0,0.9197546481627776,1
ID_298534365367297182,298534,Ghana,365367,297182,Type_2,30144.69,37680.86,2023-02-23,2023-07-23,150,New Loan,12057.88,0.4,15072.35,0.4965161394706316,0
ID_270877251568267278,270877,Kenya,251568,267278,Type_1,4352.0,6591.0,2022-09-04,2022-09-11,7,Repeat Loan,1305.6,0.3,1977.0,0.9121520204541144,1
ID_259315237068267278,259315,Kenya,237068,267278,Type_1,25990.0,36431.0,2022-08-17,2022-08-24,7,Repeat Loan,10165.79,0.391142362447095,14250.0,0.885311149936178,1
ID_238304357431267278,238304,Kenya,357431,267278,Type_4,15000.0,16925.0,2023-07-26,2023-08-25,30,Repeat Loan,4750.0,0.316666666666666,5360.0,0.9036452684674784,1
ID_310302373362267278,310302,Kenya,373362,267278,Type_7,3759.0,3966.0,2024-10-16,2024-10-23,7,Repeat Loan,752.0,0.200053205639797,793.0,0.7018894104708596,1
ID_297952364800296540,297952,Ghana,364800,296540,Type_2,52182.61,67837.39,2022-11-02,2023-05-01,180,Repeat Loan,6635.19,0.127153333333333,8627.52,0.891425686987708,1
ID_270225286814267278,270225,Kenya,286814,267278,Type_1,20770.0,27746.0,2022-10-22,2022-10-29,7,Repeat Loan,2496.18,0.120181993259508,3335.0,0.9197546105479396,1
ID_296519363244296540,296519,Ghana,363244,296540,Type_2,109308.88,114774.32,2022-01-26,2022-07-25,180,Repeat Loan,9947.11,0.091,12625.18,0.8302418745266325,1
ID_297752364483297182,297752,Ghana,364483,297182,Type_2,59253.14,74066.43,2022-09-23,2023-03-22,180,New Loan,6470.44,0.1092,8413.95,0.2326911468309692,0
ID_298532365371297182,298532,Ghana,365371,297182,Type_2,49819.05,62273.81,2023-02-28,2023-07-28,150,Repeat Loan,9963.81,0.2,12454.76,0.8256112241574127,1
ID_248758293524267278,248758,Kenya,293524,267278,Type_1,10216.0,11464.0,2022-11-04,2022-11-11,7,Repeat Loan,3064.8,0.3,3439.0,0.9055512433423468,1
ID_296554365356296540,296554,Ghana,365356,296540,Type_2,59156.85,76903.91,2023-02-17,2023-08-16,180,Repeat Loan,1843.23,0.0311583333333333,2395.85,0.8783010041329695,1
ID_296500364056245684,296500,Ghana,364056,245684,Type_2,147329.82,226887.93,2022-07-07,2023-07-07,365,Repeat Loan,8044.21,0.0546,12390.44,0.7535081508088464,1
ID_295352363188245684,295352,Ghana,363188,245684,Type_2,271627.56,361264.65,2022-01-17,2022-07-16,180,Repeat Loan,9887.24,0.0364,13146.77,0.8939148181474467,1
ID_296255365246297182,296255,Ghana,365246,297182,Type_2,142381.34,220691.07,2023-01-20,2023-11-16,300,Repeat Loan,22781.01,0.16,35310.57,0.9139311554598644,1
ID_253311246615267278,253311,Kenya,246615,267278,Type_1,1616.0,2533.0,2022-08-29,2022-09-05,7,Repeat Loan,484.8,0.3,760.0,0.9197483113616778,1
ID_249753260254267278,249753,Kenya,260254,267278,Type_1,10509.0,14622.0,2022-09-16,2022-09-23,7,Repeat Loan,3152.7,0.3,4387.0,0.9197547629956336,1
ID_251514180406251804,251514,Kenya,180406,251804,Type_4,86000.0,97610.0,2022-06-02,2022-08-31,90,Repeat Loan,13760.0,0.16,15618.0,0.6287883035243654,1
ID_295383363217245684,295383,Ghana,363217,245684,Type_2,275426.65,457208.24,2022-01-21,2023-01-21,365,Repeat Loan,10025.53,0.0364,16635.77,0.8350695763266223,1
ID_297659365391297182,297659,Ghana,365391,297182,Type_2,209374.43,265905.53,2023-03-16,2023-09-12,180,Repeat Loan,41874.89,0.2,53181.11,0.8512663233176486,1
ID_310144370020251804,310144,Kenya,370020,251804,Type_7,5000.0,5463.0,2024-08-30,2024-09-06,7,Repeat Loan,1000.0,0.2,1093.0,0.8833757190132394,1
ID_248013245288267278,248013,Kenya,245288,267278,Type_1,2250.0,3483.0,2022-08-26,2022-09-02,7,Repeat Loan,18.3,0.0081333333333333,28.0,0.9197541096769456,1
ID_261883266053267278,261883,Kenya,266053,267278,Type_1,758.0,1245.0,2022-09-23,2022-09-30,7,Repeat Loan,1.85,0.0024406332453825,3.0,0.7601197175010247,1
ID_296081363049245684,296081,Ghana,363049,245684,Type_2,92703.47,123295.61,2021-12-10,2022-06-11,183,Repeat Loan,10123.22,0.1092,13460.54,0.7959365596315411,1
ID_296688363463296542,296688,Ghana,363463,296542,Type_8,32223.62,41890.71,2022-03-14,2022-09-10,180,New Loan,10051.19,0.31192,13066.68,0.3793151446634321,0
ID_248753117401251804,248753,Kenya,117401,251804,Type_5,32000.0,35337.0,2022-02-17,2022-03-03,14,Repeat Loan,5120.0,0.16,5654.0,0.9068235865637012,1
ID_308586368196251804,308586,Kenya,368196,251804,Type_7,5000.0,5719.0,2024-07-27,2024-08-03,7,New Loan,1000.0,0.2,1144.0,0.9189434408687502,1
ID_295711364122245684,295711,Ghana,364122,245684,Type_2,58374.91,77638.63,2022-07-22,2023-01-18,180,Repeat Loan,7778.46,0.13325,10346.95,0.8851007368226435,1
ID_298045364857297182,298045,Ghana,364857,297182,Type_2,50301.48,65391.92,2022-11-10,2023-05-09,180,Repeat Loan,13413.73,0.266666666666666,17437.84,0.8850360786985433,1
ID_296393363406296542,296393,Ghana,363406,296542,Type_8,24907.66,32379.96,2022-03-03,2022-08-30,180,Repeat Loan,6642.04,0.266666666666666,8634.66,0.7019309073280467,1
ID_296778364359296540,296778,Ghana,364359,296540,Type_2,36300.95,46102.21,2022-09-06,2023-03-05,180,Repeat Loan,7260.19,0.2,9220.44,0.8648406666513767,1
ID_269117243297267278,269117,Kenya,243297,267278,Type_1,4392.0,6659.0,2022-08-24,2022-08-31,7,Repeat Loan,1317.6,0.3,1998.0,0.9197547420799213,1
ID_295995364178296542,295995,Ghana,364178,296542,Type_8,56072.79,72053.53,2022-07-28,2023-01-24,180,Repeat Loan,8971.65,0.16,11522.96,0.8286435404985542,1
ID_267236357592267278,267236,Kenya,357592,267278,Type_4,800000.0,855316.0,2023-08-11,2023-12-09,120,Repeat Loan,140000.0,0.175,152900.0,0.5509107223691306,1
ID_295914364044245684,295914,Ghana,364044,245684,Type_2,103765.98,131782.79,2022-06-29,2022-12-26,180,Repeat Loan,4662.5,0.0449328571428571,5914.66,0.8458694472839952,1
ID_270921299499251804,270921,Kenya,299499,251804,Type_6,2320.0,3174.0,2022-11-15,2022-11-22,7,Repeat Loan,371.0,0.159913793103448,508.0,0.9197535184800052,1
ID_262433197512251804,262433,Kenya,197512,251804,Type_4,50000.0,57248.0,2022-06-22,2022-08-21,60,Repeat Loan,348.63,0.0069726,399.0,0.3829756089664253,0
ID_296870364737296540,296870,Ghana,364737,296540,Type_2,61179.88,77698.45,2022-10-28,2023-04-26,180,Repeat Loan,1924.46,0.0314557142857142,2447.2,0.8456611983591229,1
ID_297659365391296540,297659,Ghana,365391,296540,Type_2,209374.43,265905.53,2023-03-16,2023-09-12,180,Repeat Loan,13881.42,0.0662995,17629.33,0.8670413173965138,1
ID_266467229210267278,266467,Kenya,229210,267278,Type_1,1140.0,1794.0,2022-08-01,2022-08-08,7,Repeat Loan,342.0,0.3,538.0,0.9197546231168532,1
ID_198483294840267278,198483,Kenya,294840,267278,Type_1,1500.0,1740.0,2022-11-07,2022-11-14,7,Repeat Loan,450.0,0.3,522.0,0.5987161766638514,1
ID_296500364056297182,296500,Ghana,364056,297182,Type_2,147329.82,226887.93,2022-07-07,2023-07-07,365,Repeat Loan,8044.21,0.0546,12390.44,0.7535081508088464,1
ID_296610363365296540,296610,Ghana,363365,296540,Type_2,69000.69,91770.92,2022-02-22,2022-08-21,180,Repeat Loan,9418.59,0.1365,12523.63,0.8572720200225791,1
ID_269018257332267278,269018,Kenya,257332,267278,Type_1,4703.0,8121.0,2022-09-12,2022-09-19,7,Repeat Loan,1410.9,0.3,2436.0,0.9197546732085192,1
ID_295864365354297182,295864,Ghana,365354,297182,Type_2,102136.41,129713.23,2023-02-13,2023-08-12,180,Repeat Loan,20427.28,0.2,25942.65,0.7009592820084841,1
ID_288545357440267278,288545,Kenya,357440,267278,Type_4,40000.0,44071.0,2023-07-27,2023-08-26,30,Repeat Loan,5000.0,0.125,5509.0,0.9061864137874344,1
ID_295601363468296540,295601,Ghana,363468,296540,Type_2,63163.01,84006.8,2022-03-16,2022-09-12,180,Repeat Loan,8621.75,0.1365,11464.09,0.8471147007669759,1
ID_296170364660297182,296170,Ghana,364660,297182,Type_2,66466.04,88399.83,2022-10-14,2023-04-12,180,Repeat Loan,13293.21,0.2,17679.97,0.8596430030553981,1
ID_262457230731267278,262457,Kenya,230731,267278,Type_1,2239.0,2605.0,2022-08-02,2022-08-09,7,Repeat Loan,671.7,0.3,782.0,0.788857575669083,1
ID_271730270411267278,271730,Kenya,270411,267278,Type_1,329.0,658.0,2022-09-29,2022-10-06,7,New Loan,98.7,0.3,197.0,0.4756068919247572,0
ID_296740364261245684,296740,Ghana,364261,245684,Type_2,92102.62,122496.48,2022-08-19,2023-02-15,180,Repeat Loan,6705.07,0.0728,8915.53,0.8776426427848135,1
ID_297860364561297182,297860,Ghana,364561,297182,Type_2,68545.44,89109.08,2022-10-07,2023-04-05,180,Repeat Loan,10967.27,0.16,14257.45,0.859194247598239,1
ID_296661364452297182,296661,Ghana,364452,297182,Type_2,47778.53,63545.44,2022-09-19,2023-03-18,180,Repeat Loan,6521.77,0.1365,8671.8,0.894624933290165,1
ID_297585364340297182,297585,Ghana,364340,297182,Type_2,72060.76,98002.63,2022-09-02,2023-03-01,180,Repeat Loan,6557.53,0.091,8923.52,0.9038188282337506,1
ID_268349247115267278,268349,Kenya,247115,267278,Type_1,2250.0,3483.0,2022-08-29,2022-09-05,7,Repeat Loan,675.0,0.3,1045.0,0.9197546544234628,1
ID_296753363877245684,296753,Ghana,363877,245684,Type_2,150473.38,233233.73,2022-05-27,2023-03-23,300,Repeat Loan,8215.85,0.0546,12730.05,0.8810830281164327,1
ID_268498248050267278,268498,Kenya,248050,267278,Type_1,22954.0,31743.0,2022-08-30,2022-09-06,7,Repeat Loan,620.58,0.0270358107519386,858.0,0.9197547291939636,1
ID_266309267406267278,266309,Kenya,267406,267278,Type_1,198093.0,234718.0,2022-09-26,2022-10-03,7,Repeat Loan,59427.9,0.3,70415.0,0.4283556452277211,0
ID_239559265790267278,239559,Kenya,265790,267278,Type_1,1500.0,2373.0,2022-09-23,2022-09-30,7,Repeat Loan,8.64,0.00576,14.0,0.9197537277268636,1
ID_296571363290296540,296571,Ghana,363290,296540,Type_2,181789.45,279955.76,2022-02-06,2023-02-06,365,Repeat Loan,48465.07,0.2666,74642.75,0.8791323307178209,1
ID_296407363012245684,296407,Ghana,363012,245684,Type_2,110129.69,169599.72,2021-11-30,2022-11-30,365,Repeat Loan,29367.92,0.266666666666666,45226.59,0.8478437195153342,1
ID_269296225258267278,269296,Kenya,225258,267278,Type_1,1571.0,2218.0,2022-07-26,2022-08-02,7,Repeat Loan,471.3,0.3,665.0,0.9197513407219574,1
ID_266264292540267278,266264,Kenya,292540,267278,Type_1,1500.0,2178.0,2022-11-02,2022-11-09,7,Repeat Loan,450.0,0.3,653.0,0.9197520870509664,1
ID_296209363811296540,296209,Ghana,363811,296540,Type_2,92915.95,154240.48,2022-05-12,2023-05-12,365,Repeat Loan,8455.35,0.091,14030.31,0.8248486640472903,1
ID_296320363946296540,296320,Ghana,363946,296540,Type_2,177347.63,233212.13,2022-06-14,2023-06-14,365,Repeat Loan,11301.33,0.0637241666666666,17409.63,0.8548419888601938,1
ID_296513363345296542,296513,Ghana,363345,296542,Type_8,35151.08,45696.41,2022-02-17,2022-08-16,180,Repeat Loan,9367.76,0.2665,12179.85,0.8502948729010357,1
ID_262657247514267278,262657,Kenya,247514,267278,Type_1,4966.0,7514.0,2022-08-30,2022-09-06,7,Repeat Loan,1489.8,0.3,2254.0,0.9197542912551082,1
ID_296383363349296540,296383,Ghana,363349,296540,Type_2,138924.7,150906.95,2022-02-18,2022-11-15,270,Repeat Loan,37040.8,0.266625,52044.66,0.8405161405509453,1
ID_267200306545251804,267200,Kenya,306545,251804,Type_6,10500.0,15539.0,2023-02-02,2023-02-09,7,Repeat Loan,2100.0,0.2,3108.0,0.9145069149534558,1
ID_250150286155267278,250150,Kenya,286155,267278,Type_1,6964.0,8048.0,2022-10-22,2022-10-29,7,Repeat Loan,2089.2,0.3,2414.0,0.8812528323873031,1
ID_296516363344296542,296516,Ghana,363344,296542,Type_8,52726.62,68544.61,2022-02-17,2022-08-16,180,Repeat Loan,14060.43,0.266666666666666,18278.56,0.8430154741807111,1
ID_262848373426251804,262848,Kenya,373426,251804,Type_7,8400.0,8756.0,2024-10-17,2024-10-24,7,Repeat Loan,1680.0,0.2,1751.0,0.5962089110528471,1
ID_296548364431297182,296548,Ghana,364431,297182,Type_2,71667.79,95318.16,2022-09-19,2023-03-18,180,Repeat Loan,19111.41,0.266666666666666,25418.18,0.7934606386737073,1
ID_298646365389297182,298646,Ghana,365389,297182,Type_2,47109.25,58886.56,2023-03-16,2023-08-13,150,New Loan,9421.85,0.2,11777.31,0.3317646065340868,0
ID_297773365191296540,297773,Ghana,365191,296540,Type_2,68769.75,78741.37,2023-01-12,2023-09-09,240,Repeat Loan,11003.16,0.16,14968.88,0.7758911313209436,1
ID_296686363465296542,296686,Ghana,363465,296542,Type_8,24167.72,31418.03,2022-03-14,2022-09-10,180,Repeat Loan,6444.72,0.266666666666666,8378.14,0.6590062275369786,1
ID_311979374355267278,311979,Kenya,374355,267278,Type_7,5975.0,6226.0,2024-10-31,2024-11-07,7,Repeat Loan,1195.0,0.2,1245.0,0.2276683224268612,0
ID_253804263067267278,253804,Kenya,263067,267278,Type_1,2800.0,4262.0,2022-09-19,2022-09-26,7,Repeat Loan,769.63,0.274867857142857,1171.0,0.9197544102247964,1
ID_295594364196297182,295594,Ghana,364196,297182,Type_2,204109.06,280717.99,2022-08-09,2023-05-01,265,Repeat Loan,7429.57,0.0364,10776.96,0.9093317502638348,1
ID_297896364625297182,297896,Ghana,364625,297182,Type_2,45756.6,59483.57,2022-10-11,2023-04-09,180,New Loan,9151.32,0.2,11896.71,0.3249757029470537,0
ID_296585363340296540,296585,Ghana,363340,296540,Type_2,175755.41,270663.33,2022-02-17,2023-02-17,365,Repeat Loan,46856.39,0.2666,72165.17,0.8845996453713698,1
ID_296172364683296540,296172,Ghana,364683,296540,Type_2,66351.83,88247.94,2022-10-18,2023-04-16,180,Repeat Loan,10483.37,0.157996666666666,13944.94,0.8633730769086215,1
ID_311679372444267278,311679,Kenya,372444,267278,Type_7,2870.0,3127.0,2024-10-03,2024-10-10,7,Repeat Loan,574.0,0.2,625.0,0.8567535090278464,1
ID_253866236639267278,253866,Kenya,236639,267278,Type_1,2930.0,4008.0,2022-08-13,2022-08-20,7,Repeat Loan,370.5,0.126450511945392,507.0,0.9197547396115768,1
ID_298047364820297182,298047,Ghana,364820,297182,Type_2,33603.71,39484.36,2022-11-09,2023-05-08,180,Repeat Loan,8955.39,0.2665,11643.69,0.6789962574532956,1
ID_257384138020251804,257384,Kenya,138020,251804,Type_5,16000.0,17515.0,2022-04-06,2022-04-20,14,Repeat Loan,2560.0,0.16,2802.0,0.8978969454100102,1
ID_239870361008267278,239870,Kenya,361008,267278,Type_4,20000.0,22646.0,2024-01-08,2024-02-07,30,Repeat Loan,5000.0,0.25,5662.0,0.8952445799328692,1
ID_295960364362297182,295960,Ghana,364362,297182,Type_2,108407.9,114731.69,2022-09-08,2023-03-07,180,Repeat Loan,21681.58,0.2,27535.61,0.8732848139643158,1
ID_297767365362297182,297767,Ghana,365362,297182,Type_2,89009.2,113041.68,2023-02-21,2023-08-20,180,Repeat Loan,23735.79,0.266666666666666,30144.45,0.7311670928240405,1
ID_258613279071267278,258613,Kenya,279071,267278,Type_1,1927.0,2954.0,2022-10-10,2022-10-17,7,Repeat Loan,578.1,0.3,886.0,0.9197547295596784,1
ID_296754363568296542,296754,Ghana,363568,296542,Type_8,30735.87,39956.62,2022-03-31,2022-09-27,180,Repeat Loan,6147.17,0.2,7991.32,0.84699076610056,1
ID_247837238094251804,247837,Kenya,238094,251804,Type_5,21000.0,34249.0,2022-08-17,2022-08-31,14,Repeat Loan,3360.0,0.16,5480.0,0.9197547796528204,1
ID_296890363710296540,296890,Ghana,363710,296540,Type_2,61837.59,69258.1,2022-04-22,2022-10-19,180,Repeat Loan,8440.83,0.1365,11486.33,0.3296291188750587,0
ID_273307306592251804,273307,Kenya,306592,251804,Type_23,2263187.0,2395583.44,2023-02-08,2023-05-09,90,Repeat Loan,50000.0,0.022092739132913,52925.0,0.8303863066203301,1
